"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL","GENENAME"
"ENSCAFG00000015211",14.6267292667903,6.57710699298625,1.24000619876239,5.30409202756457,1.13235180603501e-07,3.84008542638799e-06,"APOBEC3Z1","apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3Z1"
"ENSCAFG00000003896",216.201694859428,1.28417891373003,0.242220728543187,5.30168875906533,1.14736331616383e-07,3.88376084584748e-06,"HSPA4L","heat shock protein family A (Hsp70) member 4 like"
"ENSCAFG00000024781",1722.13573046082,-2.88467313105946,0.544215815178126,-5.30060511033712,1.15419492371288e-07,3.89241551032134e-06,"LOC477699","alpha-2-macroglobulin"
"ENSCAFG00000039915",140.095063318096,1.62880344920538,0.307276338726714,5.30077732621649,1.15310660487019e-07,3.89241551032134e-06,NA,NA
"ENSCAFG00000014404",445.688314892257,1.03156274479772,0.194705267765076,5.29807311655463,1.17031106061189e-07,3.93362358386335e-06,"ARMC6","armadillo repeat containing 6"
"ENSCAFG00000020196",15701.0462410583,1.00062093123319,0.188867419871776,5.29800709890841,1.17073416201962e-07,3.93362358386335e-06,"HSPA5","heat shock protein family A (Hsp70) member 5"
"ENSCAFG00000010871",2683.9248916428,-1.24641819952878,0.235293506672064,-5.29729110317503,1.17533243505791e-07,3.94180091617673e-06,"LRP5","LDL receptor related protein 5"
"ENSCAFG00000000992",1172.71729643543,1.65405737576025,0.31237129048977,5.29516452413675,1.18909303554446e-07,3.98062008645222e-06,"ATAD2","ATPase family AAA domain containing 2"
"ENSCAFG00000005329",292.932088778259,-1.41003227323626,0.266421998494829,-5.29247690206642,1.20670714711601e-07,4.03217318461096e-06,"AKR1E2","aldo-keto reductase family 1 member E2"
"ENSCAFG00000002575",312.633786729406,-1.15927619823547,0.219301347478695,-5.28622469293351,1.24866506539218e-07,4.16473251023023e-06,"NAT14","N-acetyltransferase 14 (putative)"
"ENSCAFG00000009674",324.705448795571,1.23537735582889,0.233907356261296,5.28148141886081,1.28143480789738e-07,4.25067564419294e-06,"CHAF1B","chromatin assembly factor 1 subunit B"
"ENSCAFG00000049959",143.380973960472,4.43149431231106,0.839548916052617,5.27842300499537,1.30300394663006e-07,4.31436452219636e-06,NA,NA
"ENSCAFG00000031429",67.2011864775548,-2.88028065422461,0.545802876457664,-5.277144512169,1.31212410647583e-07,4.33667733267356e-06,"GNA14","G protein subunit alpha 14"
"ENSCAFG00000014429",429.210438651564,-1.95414864176769,0.370616090852252,-5.27270318262227,1.34428879838826e-07,4.43493538178417e-06,"CD300LG","CD300 molecule like family member g"
"ENSCAFG00000050064",93.7555437891835,-2.07836408075182,0.394247141651354,-5.2717289770227,1.35144544307553e-07,4.45048335693464e-06,NA,NA
"ENSCAFG00000013814",77.0289613559858,-3.06978962126521,0.582445260946885,-5.27052038551165,1.36037515260522e-07,4.47180359279669e-06,"FAM163A","family with sequence similarity 163 member A"
"ENSCAFG00000023658",34.8807118470065,-4.42371404208586,0.83968534082395,-5.26829971539701,1.37693163419547e-07,4.51807243069074e-06,"ACSM5","acyl-CoA synthetase medium chain family member 5"
"ENSCAFG00000012432",65.3521231988715,-6.03923361967831,1.14840433903339,-5.25880425074111,1.44995132651442e-07,4.74058592588046e-06,"MYOZ2","myozenin 2"
"ENSCAFG00000014595",2144.92755972082,-1.12510617833401,0.213974674822485,-5.25812776333186,1.45529402569491e-07,4.74952679246058e-06,"PYGL","glycogen phosphorylase L"
"ENSCAFG00000002334",304.892280435063,1.85629828989329,0.353836282268886,5.2462067428197,1.55262668175323e-07,5.04908651810858e-06,"MELK","maternal embryonic leucine zipper kinase"
"ENSCAFG00000015919",234.481993058589,2.73608854883945,0.521574767208481,5.24582230747715,1.55586803398621e-07,5.05060833634989e-06,"WNT5B","Wnt family member 5B"
"ENSCAFG00000004396",540.613707985355,-1.53788883809315,0.293575550586351,-5.23847723361691,1.61906944200625e-07,5.23710010805964e-06,"HDAC11","histone deacetylase 11"
"ENSCAFG00000015902",2860.29664997858,1.17452313503672,0.224389344940392,5.23430885432073,1.65603344963112e-07,5.34716758000572e-06,"P3H4","prolyl 3-hydroxylase family member 4 (inactive)"
"ENSCAFG00000009647",488.936868690367,1.26183309885489,0.24127836117215,5.22978145543097,1.69710543015932e-07,5.47008619267813e-06,"REEP4","receptor accessory protein 4"
"ENSCAFG00000012824",154.629805386959,-2.49450771159686,0.47740412132124,-5.22514909316909,1.7401483685961e-07,5.58903737927752e-06,NA,NA
"ENSCAFG00000017178",696.820998393427,1.05530458462309,0.202007333837378,5.22409045541209,1.75013215662215e-07,5.61120716624049e-06,"POMT2","protein O-mannosyltransferase 2"
"ENSCAFG00000002842",139.938899381489,2.3514120622353,0.45046840726049,5.21992669038733,1.78993969201177e-07,5.72875074362502e-06,"TTK","TTK protein kinase"
"ENSCAFG00000005365",565.331047586008,-2.01727073120534,0.386494254197764,-5.21940678107244,1.7949713185576e-07,5.73477590916709e-06,"DGAT2","diacylglycerol O-acyltransferase 2"
"ENSCAFG00000032363",1292.22314205969,1.0325479336196,0.197940652355429,5.21645210992599,1.82382701277737e-07,5.81676247455143e-06,"TXN","thioredoxin"
"ENSCAFG00000008999",728.626019718575,-1.56723015105328,0.300775338309,-5.21063382345261,1.88196573353369e-07,5.99169195338845e-06,"PROS1","protein S"
"ENSCAFG00000018197",84.3659266010778,-3.41526608500288,0.656378845648953,-5.20319341130844,1.95892806206556e-07,6.21498936206897e-06,"ABCC6","ATP binding cassette subfamily C member 6"
"ENSCAFG00000006963",2150.41206188328,1.2015421140697,0.231072109036526,5.19985782394778,1.99441024871692e-07,6.3165573981537e-06,"AAAS","aladin WD repeat nucleoporin"
"ENSCAFG00000003952",1051.76100466266,-1.60473113786884,0.309160839363521,-5.19060286280937,2.09614283228517e-07,6.61574646772014e-06,"PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta"
"ENSCAFG00000007915",1330.02473669413,-1.66410204901087,0.320595328846752,-5.19066218150147,2.09547509435198e-07,6.61574646772014e-06,"PCOLCE2","procollagen C-endopeptidase enhancer 2"
"ENSCAFG00000016501",780.377890975521,2.07675045413592,0.400151328469996,5.18991268147604,2.10392718789467e-07,6.62882664684253e-06,"PALM3","paralemmin 3"
"ENSCAFG00000010865",4866.82580786176,1.08122385833023,0.20875825270241,5.17931073063509,2.22707240135385e-07,7.00470043196114e-06,"HSPD1","heat shock protein family D (Hsp60) member 1"
"ENSCAFG00000019328",65.3117271886822,3.11105037803618,0.601186998611741,5.17484640423065,2.28098546517243e-07,7.16190108728536e-06,"TNFRSF4","TNF receptor superfamily member 4"
"ENSCAFG00000000384",44.3150653089959,-5.61101997180903,1.08444813362968,-5.17407868371608,2.29038296893115e-07,7.17902999091311e-06,"GRIP1","glutamate receptor interacting protein 1"
"ENSCAFG00000028453",304.734692072766,1.98204669645584,0.383124053534264,5.17338099284488,2.29895569219253e-07,7.19351926297563e-06,"LOC484306","leukocyte immunoglobulin-like receptor subfamily B member 3"
"ENSCAFG00000018322",99.9836078085382,1.84847298522451,0.357415362083564,5.17177822030026,2.31876698525769e-07,7.2430644199876e-06,"LRRC8E","leucine rich repeat containing 8 VRAC subunit E"
"ENSCAFG00000012302",1101.60424207172,1.00900957866823,0.195137820951728,5.17075354099518,2.33151900551812e-07,7.27042681669357e-06,"DPAGT1","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"
"ENSCAFG00000019611",588.213175875738,1.49836803301669,0.289835516302174,5.16971850839197,2.34446864693937e-07,7.2983108597287e-06,"CHTF18","chromosome transmission fidelity factor 18"
"ENSCAFG00000015159",590.423936761096,1.84637571876625,0.35719524081141,5.16909383946997,2.35231768611735e-07,7.31024869998004e-06,"INSL3","insulin like 3"
"ENSCAFG00000017675",165.73558646912,-4.69453965053522,0.908411782661938,-5.16785420459729,2.36796909543559e-07,7.34635182231303e-06,"SERPINA3","serpin family A member 3"
"ENSCAFG00000008353",20014.4906234318,3.19191929889617,0.617732285694325,5.16715634396295,2.3768243726755e-07,7.36128378414855e-06,"SFRP2","secreted frizzled related protein 2"
"ENSCAFG00000016948",11526.2601730354,-2.27937304754893,0.441369070049784,-5.16432437663073,2.41308918040204e-07,7.46091121635002e-06,"LTBP2","latent transforming growth factor beta binding protein 2"
"ENSCAFG00000010536",808.552378272839,-2.33203469719628,0.451625796201125,-5.16364369974505,2.42188495691599e-07,7.47541473735543e-06,"CARMIL1","capping protein regulator and myosin 1 linker 1"
"ENSCAFG00000001607",42.4219116049681,1.87020979189389,0.362211266498583,5.1633120360192,2.42618196451214e-07,7.47600672685798e-06,"SLC39A4","solute carrier family 39 member 4"
"ENSCAFG00000018154",220.461853225273,1.68556475182821,0.326588782614824,5.16112261521289,2.45473326823261e-07,7.55120735604461e-06,"PAK3","p21 (RAC1) activated kinase 3"
"ENSCAFG00000014582",170.413024337176,-1.48046305953675,0.287222122538417,-5.15441863061483,2.54419003079606e-07,7.81319471346157e-06,"SERPINI1","serpin family I member 1"
"ENSCAFG00000012260",177.320672476915,1.46793369566687,0.284908327766136,5.15230181994473,2.573084749055e-07,7.88862733418192e-06,"DTL","denticleless E3 ubiquitin protein ligase homolog"
"ENSCAFG00000018839",50.5496214117684,-5.59533081047112,1.08697472832412,-5.14761812273032,2.6381487603447e-07,8.07450875203989e-06,"SHISA9","shisa family member 9"
"ENSCAFG00000000366",3840.70732301517,-1.05460768238578,0.204924232409214,-5.14632979217329,2.65632259385429e-07,8.11649173769806e-06,"SASH1","SAM and SH3 domain containing 1"
"ENSCAFG00000004595",129.413017865082,2.8324229227339,0.550605477862855,5.14419677357332,2.68667816797537e-07,8.19549348693459e-06,"CD300LF","CD300 molecule like family member f"
"ENSCAFG00000002970",121.333792882894,-2.39118177915826,0.465234565496992,-5.13973370960486,2.75128096179735e-07,8.37852468148689e-06,"HOXA13","homeobox A13"
"ENSCAFG00000012964",340.725895880144,-5.98303635031249,1.16490732824972,-5.13606207568635,2.80555022216258e-07,8.51531251596712e-06,"MPZ","myelin protein zero"
"ENSCAFG00000001862",58.7220521253373,2.53957286747952,0.494766714531181,5.13286927534304,2.85358112278926e-07,8.64668316590934e-06,"ZNF804B","zinc finger protein 804B"
"ENSCAFG00000029292",1221.05130842605,-1.86900520003283,0.364187003749936,-5.13199312657559,2.86689971162149e-07,8.67260974224901e-06,"GGT5","gamma-glutamyltransferase 5"
"ENSCAFG00000000399",52.4903014414828,1.86272314871481,0.363095091883797,5.13012483603317,2.89550091266445e-07,8.74460482927566e-06,"LOC100683099","UL16-binding protein 1"
"ENSCAFG00000017952",39.4102150709534,-3.89209815461986,0.759039543476401,-5.12766190914646,2.9336265714592e-07,8.81588671499067e-06,"ACSM3","acyl-CoA synthetase medium chain family member 3"
"ENSCAFG00000000285",1116.86331705315,-1.31032041776911,0.255710818659925,-5.12422753419647,2.98760027838466e-07,8.96329302630363e-06,"CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2"
"ENSCAFG00000005241",785.501690285009,-1.44964580204912,0.283052760811963,-5.12146851311634,3.0316536682289e-07,9.08050081449285e-06,"NET1","neuroepithelial cell transforming 1"
"ENSCAFG00000009233",392.505969346273,-1.54804994951257,0.302747361334637,-5.11333919703913,3.16513202489543e-07,9.44921627956895e-06,"GNAO1","G protein subunit alpha o1"
"ENSCAFG00000011504",503.299632404611,1.68423141760012,0.329551875994955,5.11067161282342,3.21015556177585e-07,9.56794483396072e-06,"FCGR1A","Fc fragment of IgG receptor Ia"
"ENSCAFG00000048603",139.479592186853,-1.08952018881721,0.213221381204811,-5.10980738733074,3.22487412716353e-07,9.59610828917894e-06,NA,NA
"ENSCAFG00000032625",40.4486901902198,4.38151161219074,0.858677241336842,5.10262925493324,3.34966815410251e-07,9.95119196645364e-06,NA,NA
"ENSCAFG00000028754",4477.62679489535,-1.83596838530796,0.359957350632963,-5.10051644196047,3.38727952458736e-07,1.00465386681206e-05,"PLPP3","phospholipid phosphatase 3"
"ENSCAFG00000029191",2200.86862511465,1.82373478494396,0.357985164984985,5.09444234936511,3.49769245189088e-07,1.03403372145105e-05,"STMN1","stathmin 1"
"ENSCAFG00000042330",15.3647066669754,-6.08168644578214,1.19376168163051,-5.09455659313458,3.49558406932782e-07,1.03403372145105e-05,NA,NA
"ENSCAFG00000013267",703.0779418309,-1.37871572318228,0.270686332934984,-5.09340722242314,3.51685187414631e-07,1.03801279546318e-05,"EBF3","EBF transcription factor 3"
"ENSCAFG00000003037",153.76661906572,-3.14303162353053,0.617413076833449,-5.09064634596067,3.56845034401938e-07,1.05153801318668e-05,"WIPF3","WAS/WASL interacting protein family member 3"
"ENSCAFG00000008811",524.396579152441,-1.88941079538271,0.371248108383462,-5.08934793933318,3.59296836588368e-07,1.05705245413744e-05,"RND1","Rho family GTPase 1"
"ENSCAFG00000005109",641.130084093046,1.60131545953448,0.315059109576695,5.08258739665063,3.72327902162362e-07,1.09362313327077e-05,"CXCR4","C-X-C motif chemokine receptor 4"
"ENSCAFG00000001364",412.556619607211,1.28166736852999,0.252204566786389,5.08185630760418,3.73764115852815e-07,1.09431162601216e-05,"SRPK1","SRSF protein kinase 1"
"ENSCAFG00000002733",404.99014697802,3.46039154677323,0.68092833104522,5.08187336171129,3.73730552487051e-07,1.09431162601216e-05,"IL6","interleukin 6"
"ENSCAFG00000029537",85.4132662973624,-2.49832743554042,0.492061638925418,-5.07726519993787,3.82906247487968e-07,1.11927859919797e-05,"GJB2","gap junction protein beta 2"
"ENSCAFG00000010333",39.0373054602374,-2.39661086855749,0.472538425269048,-5.07177986042709,3.94112140149969e-07,1.15018849106908e-05,NA,NA
"ENSCAFG00000018877",113.609499515595,-4.32418054163008,0.853027148846317,-5.06921795804313,3.99453586507544e-07,1.16391188222222e-05,"NPR3","natriuretic peptide receptor 3"
"ENSCAFG00000007837",259.711151471315,2.33863727915498,0.461505137942559,5.06741331110826,4.03258053262574e-07,1.17124918787316e-05,"KNTC1","kinetochore associated 1"
"ENSCAFG00000009799",497.806510182908,1.19960461800455,0.236987832000182,5.06188274680543,4.15136322866477e-07,1.20382923180277e-05,"NCAPD3","non-SMC condensin II complex subunit D3"
"ENSCAFG00000007326",101.042065347102,-2.18567321245769,0.431869037984369,-5.06096297770899,4.17144217556437e-07,1.20772867184742e-05,"ADHFE1","alcohol dehydrogenase iron containing 1"
"ENSCAFG00000000547",146.840637176935,1.91933196115023,0.379735711061259,5.05438889533515,4.31771018602208e-07,1.24809238408965e-05,"FBXO5","F-box protein 5"
"ENSCAFG00000017874",182.546801441761,-1.44126624842793,0.285218138162663,-5.05320684621383,4.34452940465391e-07,1.2538545956918e-05,"ICAM4","intercellular adhesion molecule 4"
"ENSCAFG00000019524",606.933972132202,1.2842331639078,0.254429590833045,5.04749923034898,4.47630573995334e-07,1.28984183275776e-05,"KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2"
"ENSCAFG00000030164",297.702559131133,1.09946965584605,0.21786120476339,5.04665186736729,4.49619526286471e-07,1.29352625485038e-05,NA,NA
"ENSCAFG00000016482",476.189423923427,2.50856810440274,0.497174887847074,5.04564523615753,4.51993397283954e-07,1.29830469368109e-05,"ASF1B","anti-silencing function 1B histone chaperone"
"ENSCAFG00000008404",29122.7354636438,-2.3884576446161,0.473399039392637,-5.04533690579611,4.52722927683377e-07,1.29835232063653e-05,"CLU","clusterin"
"ENSCAFG00000006757",2082.34907913721,-1.51910006515428,0.301147017944283,-5.04438023502308,4.54993711745024e-07,1.30281296927494e-05,"PPFIBP2","PPFIA binding protein 2"
"ENSCAFG00000006897",4105.71308277316,-1.06354068971176,0.210881860453113,-5.04330096209588,4.57568697491008e-07,1.30607892633366e-05,"IL6ST","interleukin 6 cytokine family signal transducer"
"ENSCAFG00000029080",327.518736107131,-1.94859574135009,0.386361576370181,-5.04345116213911,4.57209502208315e-07,1.30607892633366e-05,NA,NA
"ENSCAFG00000009904",380.409105765667,1.11773630032531,0.22167581218369,5.04221136855068,4.60182563290397e-07,1.31148429735233e-05,"DPCD","deleted in primary ciliary dyskinesia homolog"
"ENSCAFG00000012682",301.362525003919,-1.26185585649658,0.250487835485793,-5.03759335877269,4.71421641124489e-07,1.33723668325827e-05,"PELI3","pellino E3 ubiquitin protein ligase family member 3"
"ENSCAFG00000009628",13.0342177284685,-5.99657668247016,1.19055607602971,-5.03678642543881,4.73412497007199e-07,1.34079548724698e-05,"GOLT1A","golgi transport 1A"
"ENSCAFG00000012969",15.2901061593183,3.23644767516969,0.642946020779992,5.03377821864949,4.80906015957039e-07,1.35779526458816e-05,"INPP5J","inositol polyphosphate-5-phosphatase J"
"ENSCAFG00000001875",8098.43063538355,1.42626891254198,0.284084776905609,5.02057494272519,5.15170463148344e-07,1.45228627003011e-05,"CKAP4","cytoskeleton associated protein 4"
"ENSCAFG00000019945",351.854993701465,-2.8818217601119,0.574716434308184,-5.0143367895524,5.32167021801046e-07,1.49788155085299e-05,"ASS1","argininosuccinate synthase 1"
"ENSCAFG00000030384",1113.37689739689,-1.0913681654402,0.217938698803848,-5.00768413976109,5.50888397706081e-07,1.54818342756565e-05,NA,NA
"ENSCAFG00000008867",117.579903585671,-4.27403270690276,0.854547091372072,-5.00151805565252,5.68806386969362e-07,1.59362047893832e-05,"ITIH1","inter-alpha-trypsin inhibitor heavy chain 1"
"ENSCAFG00000020406",60.8710506301498,-3.38182185372209,0.67613556107988,-5.00169203986381,5.6829319126413e-07,1.59362047893832e-05,NA,NA
"ENSCAFG00000001932",430.58170022459,-3.0590977627274,0.612169530021949,-4.99714149872457,5.81863741875338e-07,1.62769901740273e-05,"CNTFR","ciliary neurotrophic factor receptor"
"ENSCAFG00000048731",35.9116443101032,-5.48061001265059,1.09729363902226,-4.99466124449063,5.89391303422594e-07,1.64370674220963e-05,NA,NA
"ENSCAFG00000032342",2164.53337715901,-1.40315175450221,0.281328508202078,-4.987591778272,6.11365789326278e-07,1.70238262835181e-05,"PDGFD","platelet derived growth factor D"
"ENSCAFG00000018801",675.328378994994,-1.03077104824325,0.206863738236598,-4.9828503392137,6.26544103869059e-07,1.74198391993274e-05,"MPPE1","metallophosphoesterase 1"
"ENSCAFG00000045937",53.1914335621544,4.82809909629356,0.969496471772621,4.9800068766273,6.35820139590325e-07,1.76507935397552e-05,NA,NA
"ENSCAFG00000013418",3896.74709099843,-1.32037282824695,0.265522459002434,-4.97273501159784,6.60148687574321e-07,1.82704677042796e-05,"NFKBIA","NFKB inhibitor alpha"
"ENSCAFG00000013448",166.279839475357,-2.35701937281972,0.474668124759908,-4.96561544766025,6.84835383976005e-07,1.88962684508894e-05,"COLGALT2","collagen beta(1-O)galactosyltransferase 2"
"ENSCAFG00000016670",285.177413533179,-1.05208593232711,0.211969620689685,-4.96338073778658,6.92765874405014e-07,1.90861714656425e-05,"SAT2","spermidine/spermine N1-acetyltransferase family member 2"
"ENSCAFG00000002191",2015.34256694537,-1.5035094368602,0.303565555845198,-4.95283278326512,7.31408237346942e-07,2.00900081603698e-05,"DLX5","distal-less homeobox 5"
"ENSCAFG00000010453",285.344064391841,-1.29739753286581,0.262033842101283,-4.95125943451355,7.37347277974661e-07,2.02226374686695e-05,"TARS3","threonyl-tRNA synthetase 3"
"ENSCAFG00000005201",60.6064041317925,-2.89810471098852,0.585500374338321,-4.94979138871378,7.42930703710758e-07,2.03451293913934e-05,NA,NA
"ENSCAFG00000032412",1559.84698829176,-1.03368808133438,0.209498873966809,-4.93409850736549,8.05217956345945e-07,2.20177540585826e-05,"FLI1","Fli-1 proto-oncogene, ETS transcription factor"
"ENSCAFG00000028506",57.5451423560894,-4.68567003127328,0.949763453031813,-4.93351267235625,8.07637995348009e-07,2.20508178909784e-05,"LOC607460","pancreatic alpha-amylase"
"ENSCAFG00000044408",29.374998583221,-5.4191854076166,1.09930495402549,-4.92964703540392,8.23783154571846e-07,2.24579566286046e-05,"SGK2","serum/glucocorticoid regulated kinase 2"
"ENSCAFG00000006240",958.317840934645,-1.5847445463279,0.322101124211934,-4.92002177951165,8.65345826900817e-07,2.35557740712867e-05,"MCF2L","MCF.2 cell line derived transforming sequence like"
"ENSCAFG00000020033",274.993797078481,-5.92152853650857,1.20378416856157,-4.91909487693658,8.69453210153425e-07,2.36322573285135e-05,"CLEC3A","C-type lectin domain family 3 member A"
"ENSCAFG00000015971",59.6709581899853,1.50148694653911,0.305370440433013,4.91693611343002,8.79092246208823e-07,2.3823138237662e-05,"CLCN5","chloride voltage-gated channel 5"
"ENSCAFG00000029890",76.8802651839359,-2.70518356952304,0.55016371590359,-4.91705194531057,8.78572446319109e-07,2.3823138237662e-05,"FGF9","fibroblast growth factor 9"
"ENSCAFG00000029127",152.022329098063,-1.50944716959889,0.307035509201279,-4.91619739203963,8.82414259383618e-07,2.38776316160996e-05,NA,NA
"ENSCAFG00000006986",109.154187921445,-1.48329978206238,0.301768187947545,-4.9153616627085,8.86187088744858e-07,2.39441440254193e-05,"GAPDHS","glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
"ENSCAFG00000017665",2365.36791471663,1.26844690944593,0.258158889629427,4.91343494414126,8.9494437243301e-07,2.41449362464853e-05,"VMP1","vacuole membrane protein 1"
"ENSCAFG00000009880",37.4578042763719,-4.49677696437896,0.915347429991436,-4.91264498816699,8.98558899018191e-07,2.42065918787282e-05,"SNCA","synuclein alpha"
"ENSCAFG00000007717",153.60677679117,2.00499886716858,0.408355934829104,4.90992953979636,9.11091233959573e-07,2.45079504603217e-05,"CENPH","centromere protein H"
"ENSCAFG00000017049",381.901835952241,1.4032599456822,0.285830313786503,4.90941610458557,9.13479683480164e-07,2.45359565130638e-05,"PANK3","pantothenate kinase 3"
"ENSCAFG00000015190",1758.18781666431,1.51825993598125,0.309276741834975,4.90906599368978,9.15111820407325e-07,2.45435955249452e-05,"PLAU","plasminogen activator, urokinase"
"ENSCAFG00000005918",3227.74029011807,-2.96694768731737,0.604448058568297,-4.90852380987858,9.17644899497237e-07,2.4575340095212e-05,"ITGBL1","integrin subunit beta like 1"
"ENSCAFG00000030744",65.0797224603653,1.32889090167545,0.270889454696759,4.90565756117398,9.31148572339821e-07,2.49003621892518e-05,"LRRC46","leucine rich repeat containing 46"
"ENSCAFG00000006993",234.185441558888,-2.54045267695386,0.518029315544441,-4.90407125759647,9.38704109561809e-07,2.50656019636805e-05,"RFLNA","refilin A"
"ENSCAFG00000004935",56.475991892643,-4.11063602364409,0.838361687507709,-4.90317733371647,9.42987820618867e-07,2.51431203532799e-05,"PCDH20","protocadherin 20"
"ENSCAFG00000005292",225.962011687251,3.55524721857121,0.725332250708899,4.90154300335675,9.50868288770855e-07,2.53161731093656e-05,"LOC608024","karyopherin alpha 2 (RAG cohort 1, importin alpha 1) pseudogene"
"ENSCAFG00000000025",331.099199762152,-3.14989074648698,0.64272202451667,-4.90086013289448,9.54179722179424e-07,2.53302724790226e-05,NA,NA
"ENSCAFG00000031048",801.206821381594,-1.01607953304061,0.207318662378977,-4.9010519428455,9.53248461496337e-07,2.53302724790226e-05,"LOC100686099","zinc finger protein 84"
"ENSCAFG00000018281",353.510034004266,-1.08614948640131,0.221918616972011,-4.89435947835914,9.86264177165938e-07,2.61438965507553e-05,"ARHGEF37","Rho guanine nucleotide exchange factor 37"
"ENSCAFG00000003788",41.0298002353919,-1.8687923661152,0.381886986212766,-4.89357436515005,9.90208732860373e-07,2.61992008254013e-05,"HRC","histidine rich calcium binding protein"
"ENSCAFG00000011233",75.0459595088322,-2.87253044321269,0.587058969748086,-4.89308671059966,9.92666441685076e-07,2.61992008254013e-05,"PRKAR1B","protein kinase cAMP-dependent type I regulatory subunit beta"
"ENSCAFG00000024782",115.537887970788,1.88520830869529,0.385266178717073,4.89326188707502,9.91782902386177e-07,2.61992008254013e-05,"LRRC73","leucine rich repeat containing 73"
"ENSCAFG00000011057",137.154946445063,1.31772180645148,0.269627963208474,4.88718525619922,1.02287835467492e-06,2.6867344028222e-05,"TRAIP","TRAF interacting protein"
"ENSCAFG00000012586",25.7016846344107,-4.19916660241267,0.859271630373159,-4.88689077351371,1.02440888445694e-06,2.6867344028222e-05,"RERGL","RERG like"
"ENSCAFG00000031536",253.299699820479,-1.69815574158637,0.347523356997843,-4.88645067271525,1.0267003521379e-06,2.6867344028222e-05,"LDLRAD4","low density lipoprotein receptor class A domain containing 4"
"ENSCAFG00000007406",719.952929533244,-1.13117509825544,0.231954941397621,-4.87670187769944,1.07874280736637e-06,2.81850577689367e-05,"FAM149A","family with sequence similarity 149 member A"
"ENSCAFG00000009199",94.5581739188223,-2.78600935748989,0.571745184405531,-4.87281648097593,1.10018413142439e-06,2.87040877039678e-05,"ENDOU","endonuclease, poly(U) specific"
"ENSCAFG00000013156",115.965270604571,1.84617152442903,0.379182108978946,4.86882550814531,1.12263480741656e-06,2.9206146396947e-05,"CSPG5","chondroitin sulfate proteoglycan 5"
"ENSCAFG00000013402",19.4250265242629,-4.88678419469012,1.00383277125804,-4.86812578211193,1.1266161763505e-06,2.9267913248957e-05,"EVX2","even-skipped homeobox 2"
"ENSCAFG00000030892",108.047662789656,-2.72926476437363,0.560697719423837,-4.86762237445548,1.12948891393414e-06,2.93007444610465e-05,"PERP","p53 apoptosis effector related to PMP22"
"ENSCAFG00000028589",3095.63229320645,-1.76573315907457,0.363477500156021,-4.85788847539843,1.18644200630083e-06,3.06907604783302e-05,"SELENOP","selenoprotein P"
"ENSCAFG00000017877",199.317434683649,2.53754998947449,0.522540203822132,4.85618134435117,1.19671113418956e-06,3.09124914393278e-05,"STRA6","signaling receptor and transporter of retinol STRA6"
"ENSCAFG00000013677",652.790053521956,1.40284797559765,0.289247141247793,4.84999772010144,1.23462893498609e-06,3.1801736258885e-05,"POLA2","DNA polymerase alpha 2, accessory subunit"
"ENSCAFG00000014602",178.704075362825,-2.73191890971983,0.563332167722503,-4.84957022916819,1.23729257836487e-06,3.18253321251451e-05,NA,NA
"ENSCAFG00000009663",3869.55502099888,-1.95228978952586,0.402905443542621,-4.84552845044731,1.26275113986041e-06,3.24343596727756e-05,"SCD","stearoyl-CoA desaturase"
"ENSCAFG00000012468",131.335290540354,2.47102677656186,0.510861737733585,4.83697758913097,1.31828284812224e-06,3.38130266861326e-05,"OSM","oncostatin M"
"ENSCAFG00000005613",372.609591877399,1.43215440386182,0.296232255711901,4.83456604150039,1.33436401480997e-06,3.41773601599218e-05,"SLC4A7","solute carrier family 4 member 7"
"ENSCAFG00000005260",257.273360469812,-1.81749452659182,0.376055180751173,-4.83305275295332,1.34455139607525e-06,3.4389923418436e-05,"SPRY2","sprouty RTK signaling antagonist 2"
"ENSCAFG00000010551",140.717807069096,1.25525081352205,0.259929635958545,4.82919467375489,1.37086337574267e-06,3.50137348326083e-05,"CHEK1","checkpoint kinase 1"
"ENSCAFG00000007614",196.606388809486,1.51099503476942,0.312971276050671,4.82790323072582,1.37978107947471e-06,3.51921473925965e-05,"CCNE1","cyclin E1"
"ENSCAFG00000002714",244.723908461297,-3.77803070138626,0.783708480306021,-4.82070922584762,1.43048736955269e-06,3.64344132684254e-05,"EPHA5","EPH receptor A5"
"ENSCAFG00000030542",298.059671777699,1.54573103923101,0.321034605888635,4.81484242158994,1.47316091488713e-06,3.7468901425991e-05,"FEN1","flap structure-specific endonuclease 1"
"ENSCAFG00000005373",167.076886421293,-1.60636307848692,0.33383297145762,-4.81187664439804,1.49519634137453e-06,3.7923426981576e-05,"SLC24A3","solute carrier family 24 member 3"
"ENSCAFG00000010205",157.121074180445,-2.92992254208554,0.609287586740051,-4.80876782302734,1.51863464986036e-06,3.84643332525827e-05,NA,NA
"ENSCAFG00000000889",577.156131899927,1.41066615138305,0.293404460664012,4.80792332942223,1.52506229446215e-06,3.85734853395142e-05,"CALHM5","calcium homeostasis modulator family member 5"
